trip_id,carrier,start_time,end_time,duration_hours,origin,destination,product_id,unit_quantity,weight,service_level,priority,plant_code,expected_delay_min,target_temp_c,distance_km,trip_id_raw,fruit_cate,Route,tpt_days,start_month,start_year,year_month
TRIP_124209,V444_1,2024-02-28 20:43:26+00:00,2024-03-07 12:43:26+00:00,184.0,VNHPH,CNQZH,1004,486,19.2702044166038,DTD,low,PLANT03,2,7.0,7360.0,1447284658.7,Pineapple,VNHPH-CNQZH,7.67,2,2024,2024-02
TRIP_135974,V444_1,2024-02-28 20:55:49+00:00,2024-03-05 21:55:49+00:00,145.0,VNSGN,CNSHA,1003,798,33.99313593656914,DTD,high,PLANT03,6,2.0,5800.0,1447348196.7,Orange,VNSGN-CNSHA,6.04,2,2024,2024-02
TRIP_13633,V444_0,2024-02-28 21:04:41+00:00,2024-03-10 05:04:41+00:00,248.0,VNSGN,KRPUS,1001,329,0.2332319657599688,DTP,low,PLANT03,8,13.0,9920.0,1447244616.7,Banana,VNSGN-KRPUS,10.33,2,2024,2024-02
TRIP_64893,V444_1,2024-02-28 21:05:10+00:00,2024-03-06 03:05:10+00:00,150.0,VNSGN,KRINC,1002,403,26.6,DTD,low,PLANT12,3,12.0,6000.0,1447251753.7,Tomato,VNSGN-KRINC,6.25,2,2024,2024-02
TRIP_124156,V444_1,2024-02-28 21:12:24+00:00,2024-04-06 21:12:24+00:00,912.0,VNSGN,USCHI,1003,312,2.740530662490569,DTD,low,PLANT03,1,2.0,36480.0,1447378572.7,Orange,VNSGN-USCHI,38.0,2,2024,2024-02
TRIP_134994,V444_1,2024-02-28 21:27:45+00:00,2024-04-07 06:27:45+00:00,921.0,VNHPH,USMIA,1003,775,38.99313593656914,DTD,high,PLANT03,1,2.0,36840.0,1447250708.7,Orange,VNHPH-USMIA,38.38,2,2024,2024-02
TRIP_128916,V444_1,2024-02-28 21:43:51+00:00,2024-03-08 07:43:51+00:00,202.0,VNSGN,KRPUS,1003,444,17.936531067828096,DTD,low,PLANT03,7,2.0,8080.0,1447390782.7,Orange,VNSGN-KRPUS,8.42,2,2024,2024-02
TRIP_34145,V444_0,2024-02-28 22:02:51+00:00,2024-03-04 19:02:51+00:00,117.0,VNHPH,CNQZH,1003,322,0.8306306306306305,DTP,high,PLANT03,9,2.0,4680.0,1447212846.7,Orange,VNHPH-CNQZH,4.88,2,2024,2024-02
TRIP_109270,V444_1,2024-02-28 22:06:55+00:00,2024-03-30 00:06:55+00:00,722.0,VNSGN,USMIA,1003,1086,7.74,DTD,high,PLANT03,9,2.0,28880.0,1447243153.7,Orange,VNSGN-USMIA,30.08,2,2024,2024-02
TRIP_114969,V444_1,2024-02-28 22:17:05+00:00,2024-03-03 22:17:05+00:00,96.0,VNHPH,CNSHA,1003,524,28.86,DTD,high,PLANT03,10,2.0,3840.0,1447243416.7,Orange,VNHPH-CNSHA,4.0,2,2024,2024-02
TRIP_110069,V444_1,2024-02-28 22:26:32+00:00,2024-03-05 22:26:32+00:00,144.0,VNHPH,CNQZH,1004,345,15.1,DTD,low,PLANT03,1,7.0,5760.0,1447402176.7,Pineapple,VNHPH-CNQZH,6.0,2,2024,2024-02
TRIP_116713,V444_1,2024-02-28 22:27:59+00:00,2024-03-05 04:27:59+00:00,126.0,VNHPH,CNSHA,1002,338,1.225286782844139,DTD,low,PLANT03,10,12.0,5040.0,1447185422.7,Tomato,VNHPH-CNSHA,5.25,2,2024,2024-02
TRIP_134415,V444_1,2024-02-28 22:39:02+00:00,2024-03-10 16:39:02+00:00,258.0,VNSGN,KRINC,1004,763,38.23989381551083,DTD,high,PLANT03,6,7.0,10320.0,1447221180.7,Pineapple,VNSGN-KRINC,10.75,2,2024,2024-02
TRIP_87272,V444_1,2024-02-28 22:44:30+00:00,2024-03-07 20:44:30+00:00,190.0,VNDAD,KRPUS,1001,357,2.824758990053558,DTD,high,PLANT03,4,13.0,7600.0,1447150975.7,Banana,VNDAD-KRPUS,7.92,2,2024,2024-02
TRIP_22633,V444_0,2024-02-28 22:55:23+00:00,2024-03-06 22:55:23+00:00,168.0,VNHPH,CNQZH,1004,2240,9.523682681217643,DTP,low,PLANT03,0,7.0,6720.0,1447219300.7,Pineapple,VNHPH-CNQZH,7.0,2,2024,2024-02
TRIP_121989,V444_1,2024-02-28 22:57:17+00:00,2024-04-06 06:57:17+00:00,896.0,VNSGN,USCHI,1004,339,1.916870878104567,DTD,low,PLANT03,6,7.0,35840.0,1447211850.7,Pineapple,VNSGN-USCHI,37.33,2,2024,2024-02
TRIP_116306,V444_1,2024-02-28 22:59:03+00:00,2024-03-05 20:59:03+00:00,142.0,VNHPH,CNSHA,1002,398,11.387985243550595,DTD,low,PLANT03,9,12.0,5680.0,1447152023.7,Tomato,VNHPH-CNSHA,5.92,2,2024,2024-02
TRIP_38009,V444_0,2024-02-28 22:59:46+00:00,2024-03-07 18:59:46+00:00,188.0,VNSGN,KRPUS,1004,485,32.3,DTP,high,PLANT03,2,7.0,7520.0,1447403227.7,Pineapple,VNSGN-KRPUS,7.83,2,2024,2024-02
TRIP_75187,V444_1,2024-02-28 23:23:26+00:00,2024-04-01 12:23:26+00:00,781.0,VNHPH,USMIA,1002,549,2.665152372484034,DTD,high,PLANT03,8,12.0,31240.0,1447145121.7,Tomato,VNHPH-USMIA,32.54,2,2024,2024-02
TRIP_39695,V444_0,2024-02-28 23:29:40+00:00,2024-03-09 07:29:40+00:00,224.0,VNDAD,KRPUS,1002,520,0.966713621636848,DTP,low,PLANT03,0,12.0,8960.0,1447386470.7,Tomato,VNDAD-KRPUS,9.33,2,2024,2024-02
TRIP_57403,V444_0,2024-02-28 23:30:01+00:00,2024-04-05 12:30:01+00:00,877.0,VNHPH,USMIA,1002,295,0.0764861733823605,DTP,high,PLANT03,7,12.0,35080.0,1447185788.7,Tomato,VNHPH-USMIA,36.54,2,2024,2024-02
TRIP_107043,V444_1,2024-02-28 23:44:35+00:00,2024-03-30 03:44:35+00:00,724.0,VNSGN,USMIA,1001,697,1.7482612871219505,DTD,high,PLANT03,1,13.0,28960.0,1447381545.7,Banana,VNSGN-USMIA,30.17,2,2024,2024-02
TRIP_39800,V444_0,2024-02-29 00:16:51+00:00,2024-03-31 18:16:51+00:00,762.0,VNSGN,USMIA,1003,6244,2.3239515560077395,DTP,high,PLANT03,5,2.0,30480.0,1447286458.7,Orange,VNSGN-USMIA,31.75,2,2024,2024-02
TRIP_117458,V444_1,2024-02-29 00:21:48+00:00,2024-03-06 10:21:48+00:00,154.0,VNHPH,CNSHA,1002,387,9.155727294679412,DTD,high,PLANT03,3,12.0,6160.0,1447182891.7,Tomato,VNHPH-CNSHA,6.42,2,2024,2024-02
TRIP_21348,V444_0,2024-02-29 00:22:20+00:00,2024-03-09 20:22:20+00:00,236.0,VNSGN,KRPUS,1004,407,2.16,DTP,low,PLANT03,6,7.0,9440.0,1447172424.7,Pineapple,VNSGN-KRPUS,9.83,2,2024,2024-02
TRIP_119695,V444_1,2024-02-29 00:39:19+00:00,2024-04-06 09:39:19+00:00,897.0,VNSGN,USCHI,1003,396,9.222456536972487,DTD,low,PLANT03,0,2.0,35880.0,1447353051.7,Orange,VNSGN-USCHI,37.38,2,2024,2024-02
TRIP_40354,V444_0,2024-02-29 00:43:40+00:00,2024-03-30 05:43:40+00:00,725.0,VNSGN,USCHI,1003,407,1.0076593059936907,DTP,low,PLANT03,9,2.0,29000.0,1447279002.7,Orange,VNSGN-USCHI,30.21,2,2024,2024-02
TRIP_25201,V444_0,2024-02-29 00:45:23+00:00,2024-03-10 14:45:23+00:00,254.0,VNSGN,KRINC,1002,608,5.8978600823045255,DTP,low,PLANT03,2,12.0,10160.0,1447191443.7,Tomato,VNSGN-KRINC,10.58,2,2024,2024-02
TRIP_106134,V444_1,2024-02-29 00:49:53+00:00,2024-04-05 09:49:53+00:00,873.0,VNSGN,USCHI,1001,2370,12.461916973387238,DTD,low,PLANT03,8,13.0,34920.0,1447281688.7,Banana,VNSGN-USCHI,36.38,2,2024,2024-02
TRIP_130526,V444_1,2024-02-29 00:58:35+00:00,2024-04-02 17:58:35+00:00,809.0,VNHPH,USMIA,1002,415,8.8089849351141,DTD,high,PLANT03,6,12.0,32360.0,1447417928.7,Tomato,VNHPH-USMIA,33.71,2,2024,2024-02
TRIP_00340,V44_3,2024-02-29 01:09:23+00:00,2024-03-06 17:09:23+00:00,160.0,VNHPH,CNSHA,1001,1284,2.9850138075652843,CRF,low,PLANT03,10,13.0,6400.0,1447353694.7,Banana,VNHPH-CNSHA,6.67,2,2024,2024-02
TRIP_21216,V444_0,2024-02-29 01:11:50+00:00,2024-03-04 22:11:50+00:00,117.0,VNHPH,CNQZH,1001,1327,10.98,DTP,high,PLANT03,5,13.0,4680.0,1447174669.7,Banana,VNHPH-CNQZH,4.88,2,2024,2024-02
TRIP_08159,V444_0,2024-02-29 01:12:07+00:00,2024-03-05 16:12:07+00:00,135.0,VNHPH,CNQZH,1002,752,8.571916576391148,DTP,low,PLANT03,3,12.0,5400.0,1447172254.7,Tomato,VNHPH-CNQZH,5.62,2,2024,2024-02
