trip_id,carrier,start_time,end_time,duration_hours,origin,destination,product_id,unit_quantity,weight,service_level,priority,plant_code,expected_delay_min,target_temp_c,distance_km,trip_id_raw,fruit_cate,Route,tpt_days,start_month,start_year,year_month
TRIP_01734,V444_0,2024-02-01 00:01:05+00:00,2024-02-09 08:01:05+00:00,200.0,VNSGN,KRINC,1002,261,0.5222777835568132,DTP,high,PLANT12,4,12.0,8000.0,1447280295.7,Tomato,VNSGN-KRINC,8.33,2,2024,2024-02
TRIP_142715,V444_1,2024-02-01 00:02:09+00:00,2024-02-08 12:02:09+00:00,180.0,VNHPH,CNQZH,1001,242,2.3541176470588243,DTD,low,PLANT03,2,13.0,7200.0,1447148658.7,Banana,VNHPH-CNQZH,7.5,2,2024,2024-02
TRIP_90344,V444_1,2024-02-01 00:09:03+00:00,2024-03-08 23:09:03+00:00,887.0,VNSGN,USCHI,1003,927,11.56070140197811,DTD,low,PLANT03,9,2.0,35480.0,1447320530.7,Orange,VNSGN-USCHI,36.96,2,2024,2024-02
TRIP_53406,V444_0,2024-02-01 00:25:48+00:00,2024-02-07 02:25:48+00:00,146.0,VNHPH,CNQZH,1003,509,4.179933910808023,DTP,high,PLANT03,8,2.0,5840.0,1447389167.7,Orange,VNHPH-CNQZH,6.08,2,2024,2024-02
TRIP_19132,V444_0,2024-02-01 00:56:32+00:00,2024-02-07 08:56:32+00:00,152.0,VNSGN,KRINC,1003,8709,110.48,DTP,low,PLANT03,2,2.0,6080.0,1447174185.7,Orange,VNSGN-KRINC,6.33,2,2024,2024-02
TRIP_122058,V444_1,2024-02-01 01:02:50+00:00,2024-02-10 10:02:50+00:00,225.0,VNSGN,KRPUS,1004,295,3.833741756209133,DTD,low,PLANT03,0,7.0,9000.0,1447148724.7,Pineapple,VNSGN-KRPUS,9.38,2,2024,2024-02
TRIP_105881,V444_1,2024-02-01 01:03:04+00:00,2024-02-08 22:03:04+00:00,189.0,VNSGN,KRPUS,1003,1596,7.999804048536744,DTD,high,PLANT03,4,2.0,7560.0,1447381543.7,Orange,VNSGN-KRPUS,7.88,2,2024,2024-02
TRIP_13010,V444_0,2024-02-01 01:03:48+00:00,2024-03-09 12:03:48+00:00,899.0,VNSGN,USCHI,1001,323,0.9358215343507976,DTP,high,PLANT03,6,13.0,35960.0,1447258886.7,Banana,VNSGN-USCHI,37.46,2,2024,2024-02
TRIP_74993,V444_1,2024-02-01 01:06:36+00:00,2024-02-09 03:06:36+00:00,194.0,VNSGN,KRINC,1003,319,0.079726780373454,DTD,low,PLANT03,6,2.0,7760.0,1447226270.7,Orange,VNSGN-KRINC,8.08,2,2024,2024-02
TRIP_101012,V444_1,2024-02-01 01:32:23+00:00,2024-02-07 17:32:23+00:00,160.0,VNSGN,KRINC,1003,461,12.35483777549262,DTD,high,PLANT03,0,2.0,6400.0,1447339100.7,Orange,VNSGN-KRINC,6.67,2,2024,2024-02
TRIP_55391,V444_0,2024-02-01 01:41:42+00:00,2024-02-06 17:41:42+00:00,136.0,VNHPH,CNQZH,1003,1074,5.86,DTP,low,PLANT03,10,2.0,5440.0,1447423179.7,Orange,VNHPH-CNQZH,5.67,2,2024,2024-02
TRIP_70245,V444_1,2024-02-01 01:41:43+00:00,2024-02-06 15:41:43+00:00,134.0,VNSGN,CNSHA,1003,514,0.6084584385387943,DTD,low,PLANT03,7,2.0,5360.0,1447234277.7,Orange,VNSGN-CNSHA,5.58,2,2024,2024-02
TRIP_79237,V444_1,2024-02-01 01:47:13+00:00,2024-03-11 21:47:13+00:00,956.0,VNSGN,USMIA,1004,600,8.740550145151095,DTD,low,PLANT03,8,7.0,38240.0,1447223640.7,Pineapple,VNSGN-USMIA,39.83,2,2024,2024-02
TRIP_108852,V444_1,2024-02-01 01:59:19+00:00,2024-02-08 12:59:19+00:00,179.0,VNSGN,KRINC,1003,2463,34.24,DTD,low,PLANT03,7,2.0,7160.0,1447297959.7,Orange,VNSGN-KRINC,7.46,2,2024,2024-02
TRIP_26628,V444_0,2024-02-01 02:25:05+00:00,2024-03-04 12:25:05+00:00,778.0,VNSGN,USMIA,1003,250,2.187847567030783,DTP,low,PLANT03,0,2.0,31120.0,1447397710.7,Orange,VNSGN-USMIA,32.42,2,2024,2024-02
TRIP_96190,V444_1,2024-02-01 02:27:21+00:00,2024-02-10 02:27:21+00:00,216.0,VNSGN,KRINC,1001,430,13.91764611846673,DTD,high,PLANT03,7,13.0,8640.0,1447179948.7,Banana,VNSGN-KRINC,9.0,2,2024,2024-02
TRIP_126285,V444_1,2024-02-01 02:33:46+00:00,2024-03-08 11:33:46+00:00,873.0,VNHPH,USMIA,1001,963,67.30386500329251,DTD,low,PLANT03,2,13.0,34920.0,1447236560.7,Banana,VNHPH-USMIA,36.38,2,2024,2024-02
TRIP_60345,V444_0,2024-02-01 02:34:19+00:00,2024-02-07 21:34:19+00:00,163.0,VNHPH,CNSHA,1002,337,6.9,DTP,high,PLANT03,9,12.0,6520.0,1447164387.7,Tomato,VNHPH-CNSHA,6.79,2,2024,2024-02
TRIP_118236,V444_1,2024-02-01 02:42:43+00:00,2024-02-08 10:42:43+00:00,176.0,VNHPH,CNSHA,1002,504,24.65704701594807,DTD,low,PLANT03,2,12.0,7040.0,1447288184.7,Tomato,VNHPH-CNSHA,7.33,2,2024,2024-02
TRIP_28653,V444_0,2024-02-01 02:48:18+00:00,2024-02-08 18:48:18+00:00,184.0,VNSGN,KRPUS,1003,250,0.0480996671287511,DTP,low,PLANT03,0,2.0,7360.0,1447207597.7,Orange,VNSGN-KRPUS,7.67,2,2024,2024-02
TRIP_37104,V444_0,2024-02-01 02:53:30+00:00,2024-02-07 10:53:30+00:00,152.0,VNHPH,CNSHA,1004,372,9.68,DTP,low,PLANT03,8,7.0,6080.0,1447167735.7,Pineapple,VNHPH-CNSHA,6.33,2,2024,2024-02
TRIP_46366,V444_0,2024-02-01 02:59:32+00:00,2024-02-05 06:59:32+00:00,100.0,VNSGN,CNSHA,1002,1776,2.709907546178714,DTP,high,PLANT03,5,12.0,4000.0,1447336006.7,Tomato,VNSGN-CNSHA,4.17,2,2024,2024-02
TRIP_18903,V444_0,2024-02-01 03:00:06+00:00,2024-02-09 02:00:06+00:00,191.0,VNHPH,CNQZH,1004,590,38.22,DTP,low,PLANT03,7,7.0,7640.0,1447247246.7,Pineapple,VNHPH-CNQZH,7.96,2,2024,2024-02
TRIP_82824,V444_1,2024-02-01 03:03:25+00:00,2024-02-09 05:03:25+00:00,194.0,VNSGN,KRINC,1001,480,15.605168088149677,DTD,low,PLANT03,1,13.0,7760.0,1447145311.7,Banana,VNSGN-KRINC,8.08,2,2024,2024-02
TRIP_131830,V444_1,2024-02-01 03:04:19+00:00,2024-02-07 20:04:19+00:00,161.0,VNSGN,KRINC,1001,369,5.363780915011034,DTD,high,PLANT03,2,13.0,6440.0,1447348353.7,Banana,VNSGN-KRINC,6.71,2,2024,2024-02
TRIP_82234,V444_1,2024-02-01 03:13:53+00:00,2024-02-10 21:13:53+00:00,234.0,VNSGN,KRINC,1001,408,8.039049080565547,DTD,low,PLANT03,1,13.0,9360.0,1447226264.7,Banana,VNSGN-KRINC,9.75,2,2024,2024-02
TRIP_15010,V444_0,2024-02-01 03:20:20+00:00,2024-03-06 08:20:20+00:00,821.0,VNSGN,USMIA,1001,261,0.6133473922183493,DTP,low,PLANT03,3,13.0,32840.0,1447239936.7,Banana,VNSGN-USMIA,34.21,2,2024,2024-02
